model,strategy,batch_size,mtp,chip_k,chip_n,die_k,die_n,pu_k,pu_n,up_pu_B,up_pu_M,up_pu_K,up_pu_N,down_pu_K,down_pu_N,die_weight_bytes,fabric_ns,noc_input_ns,noc_output_ns,total_ns,collective_count,stages_json,selected,selection_reason
deepseek-v3,tp,8192,off,16,1,4,1,16,1,256,256,7,4096,2048,7,176160768,318875,765696,1273856,2358427,11,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":229376,""critical_bytes"":3440640.0,""participants"":16,""parallel_links"":1,""duration_ns"":2151},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":7340032,""critical_bytes"":7340032.0,""participants"":2,""parallel_links"":1,""duration_ns"":28672},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":268435456,""critical_bytes"":268435456.0,""participants"":16,""parallel_links"":1,""duration_ns"":1048576},{""stage"":""tokens256.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":268435456,""critical_bytes"":201326592.0,""participants"":4,""parallel_links"":4,""duration_ns"":196608},{""stage"":""tokens256.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":67108864,""critical_bytes"":201326592.0,""participants"":4,""parallel_links"":4,""duration_ns"":196608},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":268435456,""critical_bytes"":503316480.0,""participants"":16,""parallel_links"":1,""duration_ns"":314573},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":134217728,""critical_bytes"":134217728.0,""participants"":16,""parallel_links"":1,""duration_ns"":524288},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":7340032,""critical_bytes"":7340032.0,""participants"":2,""parallel_links"":1,""duration_ns"":28672},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":229376,""critical_bytes"":3440640.0,""participants"":16,""parallel_links"":1,""duration_ns"":2151},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":3440640,""critical_bytes"":3440640.0,""participants"":2,""parallel_links"":1,""duration_ns"":13440},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":917504,""critical_bytes"":2752512.0,""participants"":4,""parallel_links"":4,""duration_ns"":2688}]",False,alternative candidate
deepseek-v3,tp,8192,on,1,16,1,4,1,16,256,512,7168,4,2,7168,176160768,137626,3691776,4390912,8220314,8,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":7340032,""critical_bytes"":110100480.0,""participants"":16,""parallel_links"":1,""duration_ns"":68813},{""stage"":""tokens512.up_input"",""direction"":""noc_input"",""size_bytes"":939524096,""critical_bytes"":939524096.0,""participants"":16,""parallel_links"":1,""duration_ns"":3670016},{""stage"":""tokens512.up_output"",""direction"":""noc_output"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens512.down_input"",""direction"":""noc_input"",""size_bytes"":4194304,""critical_bytes"":4194304.0,""participants"":2,""parallel_links"":1,""duration_ns"":16384},{""stage"":""tokens512.down_output"",""direction"":""noc_output"",""size_bytes"":939524096,""critical_bytes"":939524096.0,""participants"":16,""parallel_links"":1,""duration_ns"":3670016},{""stage"":""tokens512.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":939524096,""critical_bytes"":704643072.0,""participants"":4,""parallel_links"":4,""duration_ns"":688128},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":117440512,""critical_bytes"":110100480.0,""participants"":16,""parallel_links"":1,""duration_ns"":68813},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":5505024.0,""participants"":4,""parallel_links"":4,""duration_ns"":5376}]",False,alternative candidate
deepseek-v3,tp,8192,on,1,16,1,4,2,8,256,512,3584,8,4,3584,176160768,137626,3691776,4390912,8220314,8,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":7340032,""critical_bytes"":110100480.0,""participants"":16,""parallel_links"":1,""duration_ns"":68813},{""stage"":""tokens512.up_input"",""direction"":""noc_input"",""size_bytes"":939524096,""critical_bytes"":939524096.0,""participants"":2,""parallel_links"":1,""duration_ns"":3670016},{""stage"":""tokens512.up_output"",""direction"":""noc_output"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens512.down_input"",""direction"":""noc_input"",""size_bytes"":4194304,""critical_bytes"":4194304.0,""participants"":2,""parallel_links"":1,""duration_ns"":16384},{""stage"":""tokens512.down_output"",""direction"":""noc_output"",""size_bytes"":939524096,""critical_bytes"":939524096.0,""participants"":8,""parallel_links"":1,""duration_ns"":3670016},{""stage"":""tokens512.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":939524096,""critical_bytes"":704643072.0,""participants"":4,""parallel_links"":4,""duration_ns"":688128},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":117440512,""critical_bytes"":110100480.0,""participants"":16,""parallel_links"":1,""duration_ns"":68813},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":5505024.0,""participants"":4,""parallel_links"":4,""duration_ns"":5376}]",False,alternative candidate
deepseek-v3,tp,8192,on,1,16,1,4,4,4,256,512,1792,16,8,1792,176160768,137626,3691776,4390912,8220314,8,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":7340032,""critical_bytes"":110100480.0,""participants"":16,""parallel_links"":1,""duration_ns"":68813},{""stage"":""tokens512.up_input"",""direction"":""noc_input"",""size_bytes"":939524096,""critical_bytes"":939524096.0,""participants"":2,""parallel_links"":1,""duration_ns"":3670016},{""stage"":""tokens512.up_output"",""direction"":""noc_output"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":4,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens512.down_input"",""direction"":""noc_input"",""size_bytes"":4194304,""critical_bytes"":4194304.0,""participants"":4,""parallel_links"":1,""duration_ns"":16384},{""stage"":""tokens512.down_output"",""direction"":""noc_output"",""size_bytes"":939524096,""critical_bytes"":939524096.0,""participants"":4,""parallel_links"":1,""duration_ns"":3670016},{""stage"":""tokens512.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":939524096,""critical_bytes"":704643072.0,""participants"":4,""parallel_links"":4,""duration_ns"":688128},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":117440512,""critical_bytes"":110100480.0,""participants"":16,""parallel_links"":1,""duration_ns"":68813},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":5505024.0,""participants"":4,""parallel_links"":4,""duration_ns"":5376}]",False,alternative candidate
deepseek-v3,tp,8192,on,1,16,1,4,8,2,256,512,896,32,16,896,176160768,137626,3691776,4390912,8220314,8,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":7340032,""critical_bytes"":110100480.0,""participants"":16,""parallel_links"":1,""duration_ns"":68813},{""stage"":""tokens512.up_input"",""direction"":""noc_input"",""size_bytes"":939524096,""critical_bytes"":939524096.0,""participants"":2,""parallel_links"":1,""duration_ns"":3670016},{""stage"":""tokens512.up_output"",""direction"":""noc_output"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":8,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens512.down_input"",""direction"":""noc_input"",""size_bytes"":4194304,""critical_bytes"":4194304.0,""participants"":8,""parallel_links"":1,""duration_ns"":16384},{""stage"":""tokens512.down_output"",""direction"":""noc_output"",""size_bytes"":939524096,""critical_bytes"":939524096.0,""participants"":2,""parallel_links"":1,""duration_ns"":3670016},{""stage"":""tokens512.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":939524096,""critical_bytes"":704643072.0,""participants"":4,""parallel_links"":4,""duration_ns"":688128},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":117440512,""critical_bytes"":110100480.0,""participants"":16,""parallel_links"":1,""duration_ns"":68813},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":5505024.0,""participants"":4,""parallel_links"":4,""duration_ns"":5376}]",False,alternative candidate
deepseek-v3,tp,8192,on,1,16,1,4,16,1,256,512,448,64,32,448,176160768,137626,3691776,4390912,8220314,8,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":7340032,""critical_bytes"":110100480.0,""participants"":16,""parallel_links"":1,""duration_ns"":68813},{""stage"":""tokens512.up_input"",""direction"":""noc_input"",""size_bytes"":939524096,""critical_bytes"":939524096.0,""participants"":2,""parallel_links"":1,""duration_ns"":3670016},{""stage"":""tokens512.up_output"",""direction"":""noc_output"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":16,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens512.down_input"",""direction"":""noc_input"",""size_bytes"":4194304,""critical_bytes"":4194304.0,""participants"":16,""parallel_links"":1,""duration_ns"":16384},{""stage"":""tokens512.down_output"",""direction"":""noc_output"",""size_bytes"":939524096,""critical_bytes"":939524096.0,""participants"":2,""parallel_links"":1,""duration_ns"":3670016},{""stage"":""tokens512.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":939524096,""critical_bytes"":704643072.0,""participants"":4,""parallel_links"":4,""duration_ns"":688128},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":117440512,""critical_bytes"":110100480.0,""participants"":16,""parallel_links"":1,""duration_ns"":68813},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":5505024.0,""participants"":4,""parallel_links"":4,""duration_ns"":5376}]",False,alternative candidate
deepseek-v3,tp,8192,on,1,16,2,2,1,16,256,512,3584,8,4,3584,176160768,137626,1881344,2138112,4157082,10,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":7340032,""critical_bytes"":110100480.0,""participants"":16,""parallel_links"":1,""duration_ns"":68813},{""stage"":""tokens512.up_input"",""direction"":""noc_input"",""size_bytes"":469762048,""critical_bytes"":469762048.0,""participants"":16,""parallel_links"":1,""duration_ns"":1835008},{""stage"":""tokens512.up_output"",""direction"":""noc_output"",""size_bytes"":16777216,""critical_bytes"":16777216.0,""participants"":2,""parallel_links"":1,""duration_ns"":65536},{""stage"":""tokens512.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":16777216,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":4,""duration_ns"":8192},{""stage"":""tokens512.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":4,""duration_ns"":8192},{""stage"":""tokens512.down_input"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens512.down_output"",""direction"":""noc_output"",""size_bytes"":469762048,""critical_bytes"":469762048.0,""participants"":16,""parallel_links"":1,""duration_ns"":1835008},{""stage"":""tokens512.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":469762048,""critical_bytes"":234881024.0,""participants"":2,""parallel_links"":4,""duration_ns"":229376},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":117440512,""critical_bytes"":110100480.0,""participants"":16,""parallel_links"":1,""duration_ns"":68813},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":5505024.0,""participants"":4,""parallel_links"":4,""duration_ns"":5376}]",False,alternative candidate
deepseek-v3,tp,8192,on,1,16,2,2,2,8,256,512,1792,16,8,1792,176160768,137626,1881344,2138112,4157082,10,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":7340032,""critical_bytes"":110100480.0,""participants"":16,""parallel_links"":1,""duration_ns"":68813},{""stage"":""tokens512.up_input"",""direction"":""noc_input"",""size_bytes"":469762048,""critical_bytes"":469762048.0,""participants"":2,""parallel_links"":1,""duration_ns"":1835008},{""stage"":""tokens512.up_output"",""direction"":""noc_output"",""size_bytes"":16777216,""critical_bytes"":16777216.0,""participants"":2,""parallel_links"":1,""duration_ns"":65536},{""stage"":""tokens512.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":16777216,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":4,""duration_ns"":8192},{""stage"":""tokens512.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":4,""duration_ns"":8192},{""stage"":""tokens512.down_input"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens512.down_output"",""direction"":""noc_output"",""size_bytes"":469762048,""critical_bytes"":469762048.0,""participants"":8,""parallel_links"":1,""duration_ns"":1835008},{""stage"":""tokens512.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":469762048,""critical_bytes"":234881024.0,""participants"":2,""parallel_links"":4,""duration_ns"":229376},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":117440512,""critical_bytes"":110100480.0,""participants"":16,""parallel_links"":1,""duration_ns"":68813},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":5505024.0,""participants"":4,""parallel_links"":4,""duration_ns"":5376}]",False,alternative candidate
deepseek-v3,tp,8192,on,1,16,2,2,4,4,256,512,896,32,16,896,176160768,137626,1881344,2138112,4157082,10,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":7340032,""critical_bytes"":110100480.0,""participants"":16,""parallel_links"":1,""duration_ns"":68813},{""stage"":""tokens512.up_input"",""direction"":""noc_input"",""size_bytes"":469762048,""critical_bytes"":469762048.0,""participants"":2,""parallel_links"":1,""duration_ns"":1835008},{""stage"":""tokens512.up_output"",""direction"":""noc_output"",""size_bytes"":16777216,""critical_bytes"":16777216.0,""participants"":4,""parallel_links"":1,""duration_ns"":65536},{""stage"":""tokens512.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":16777216,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":4,""duration_ns"":8192},{""stage"":""tokens512.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":4,""duration_ns"":8192},{""stage"":""tokens512.down_input"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":4,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens512.down_output"",""direction"":""noc_output"",""size_bytes"":469762048,""critical_bytes"":469762048.0,""participants"":4,""parallel_links"":1,""duration_ns"":1835008},{""stage"":""tokens512.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":469762048,""critical_bytes"":234881024.0,""participants"":2,""parallel_links"":4,""duration_ns"":229376},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":117440512,""critical_bytes"":110100480.0,""participants"":16,""parallel_links"":1,""duration_ns"":68813},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":5505024.0,""participants"":4,""parallel_links"":4,""duration_ns"":5376}]",False,alternative candidate
deepseek-v3,tp,8192,on,1,16,2,2,8,2,256,512,448,64,32,448,176160768,137626,1881344,2138112,4157082,10,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":7340032,""critical_bytes"":110100480.0,""participants"":16,""parallel_links"":1,""duration_ns"":68813},{""stage"":""tokens512.up_input"",""direction"":""noc_input"",""size_bytes"":469762048,""critical_bytes"":469762048.0,""participants"":2,""parallel_links"":1,""duration_ns"":1835008},{""stage"":""tokens512.up_output"",""direction"":""noc_output"",""size_bytes"":16777216,""critical_bytes"":16777216.0,""participants"":8,""parallel_links"":1,""duration_ns"":65536},{""stage"":""tokens512.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":16777216,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":4,""duration_ns"":8192},{""stage"":""tokens512.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":4,""duration_ns"":8192},{""stage"":""tokens512.down_input"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":8,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens512.down_output"",""direction"":""noc_output"",""size_bytes"":469762048,""critical_bytes"":469762048.0,""participants"":2,""parallel_links"":1,""duration_ns"":1835008},{""stage"":""tokens512.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":469762048,""critical_bytes"":234881024.0,""participants"":2,""parallel_links"":4,""duration_ns"":229376},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":117440512,""critical_bytes"":110100480.0,""participants"":16,""parallel_links"":1,""duration_ns"":68813},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":5505024.0,""participants"":4,""parallel_links"":4,""duration_ns"":5376}]",False,alternative candidate
